order_id,order_date,customer_name,product_name,category,region,sales_channel,customer_segment,payment_method,salesperson,quantity,unit_price,discount_percent,rating
ORD-01961,2025-08-16,PT Global Digital,External SSD 1TB,PERIPHERALS,Sumatera Utara,e-commerce,sme,kartu kredit,Ahmad fauzi,17,"778536,00",24,2.9
ORD-01962,03/08/2024,PT Teknologi Nusantara,Laptop Pro X1,electronics,Bali,direct sales,Corporate,transfer bank,Budi Santoso,44,8967519.75,2,5.0
ORD-01963,2023-12-03,Toko Elektronik Sukses,Gaming Chair,furniture,JAWA TIMUR,e-commerce,sme,transfer bank,Ahmad fauzi,49,2562369,,4.1
ORD-01964,24/08/2025,PT Teknologi Nusantara,wireless mouse,Accessories,JAWA TIMUR,Direct Sales,Government,kartu kredit,budi santoso,25,407627,17,1.2
ORD-01965,2023-11-13,Yayasan Pendidikan Maju,External SSD 1TB,electronics,DKI JAKARTA,e-commerce,CORPORATE,qris,Siti Rahayu,40,Rp 993372,21,4.1
ORD-01966,2023-10-11,,USB C Hub,PERIPHERALS,JAWA TIMUR,E-Commerce,CORPORATE,COD,Fajar Kurniawan,39,362898,0,1.8
ORD-01967,28/08/2025,Yayasan Pendidikan Maju,Wireless Mouse,PERIPHERALS,Jawa Timur,e-commerce,CORPORATE,Transfer Bank,Ahmad fauzi,46,-9999,3,6.5
ORD-01968,03-25-2025,PT Global Digital,Webcam HD,accessories,Sumatera Utara,e-commerce,government,QRIS,Ahmad fauzi,21,518067,22,2.2
ORD-01969,2024-12-18,PT Teknologi Nusantara,Wireless Mouse,accessories,Jawa Timur,online,SME,Kartu Kredit,budi santoso,31,302276,,1.8
ORD-01970,2023-07-25,PT Global Digital,Webcam HD,accessories,Kalimantan Timur,e-commerce,Retail,QRIS,Siti Rahayu,35,545928,4,1.3
ORD-01971,2024-11-12,Yayasan Pendidikan Maju,wireless mouse,Peripherals,Bali,Direct Sales,SME,Kartu Kredit,Ahmad fauzi,39,401226,4,3.2
ORD-01972,20230412,Bapak Joko Widodo,4k monitor,Accessories,Jawa Barat,online,Government,QRIS,Fajar Kurniawan,35,4405491,28,4.6
ORD-01973,2024-11-12,PT Global Digital,Noise Cancelling Headset,furniture,Sulawesi Selatan,E-Commerce,sme,transfer bank,SITI RAHAYU,30,1271952,29,
ORD-01974,24/01/2024,Ibu Sari Dewi,Wireless Mouse,Electronics,Sulawesi Selatan,direct sales,government,qris,Riko Pratama,35,336011,N/A,3.2
ORD-01975,2025-04-15,,Desk lamp,accessories,Kalimantan Timur,E-Commerce,sme,qris,Siti Rahayu,50,385086,12,2.6
ORD-01976,,PT Maju Bersama,External SSD 1TB,electronics,DKI JAKARTA,direct sales,CORPORATE,qris,Dewi Lestari,10,1139111,28,3.5
ORD-01977,20240111,Yayasan Pendidikan Maju,Webcam HD,accessories,Kalimantan Timur,OFFLINE,sme,COD,Riko Pratama,8,499068,8,2.7
ORD-01978,20240808,Bapak Joko Widodo,Gaming chair,furniture,DKI Jakarta,Offline,CORPORATE,kartu kredit,Fajar Kurniawan,27,Rp 2985686,10,3.2
ORD-01979,2025-06-17,UD Sentosa,External SSD 1TB,furniture,JAWA TIMUR,Direct Sales,retail,cod,Nurul Hidayah,20,1027359,20,1.5
ORD-01980,2023-10-11,PT Teknologi Nusantara,external ssd,electronics,Kalimantan Timur,E-Commerce,SME,Kartu Kredit,SITI RAHAYU,31,937518,20,1.9
ORD-01981,28/10/2024,Bapak Joko Widodo,wireless mouse,furniture,Jawa Timur,Offline,sme,kartu kredit,budi santoso,15,422446,0,2.3
ORD-01982,2023-06-24,CV Karya Indah,4K Monitor,accessories,Sumatera Utara,e-commerce,government,kartu kredit,Riko Pratama,37,5303672,4,4.5
ORD-01983,2023-06-26,Koperasi Sejahtera,Desk lamp,Accessories,Sumatera Utara,Online,SME,kartu kredit,Dewi Lestari,46,393737.89,26,1.1
ORD-01984,11/11/2024,UD Sentosa,Webcam hd,Furniture,Jawa Timur,e-commerce,Retail,cod,Nurul Hidayah,0,Rp 454038,15,4.8
ORD-01985,16/10/2023,-,headset,accessories,Sumatera Utara,OFFLINE,SME,qris,SITI RAHAYU,-1,1517959.77,-5,3.7
ORD-01986,2023-08-20,UD Sentosa,Wireless Mouse,accessories,DKI Jakarta,e-commerce,Government,Transfer Bank,Siti Rahayu,45,350833,16,2.5
ORD-01987,2024-06-07,Yayasan Pendidikan Maju,Mechanical Keyboard,PERIPHERALS,JAWA TIMUR,direct sales,Corporate,Kartu Kredit,Ahmad fauzi,47,663748,20,3.9
ORD-01988,2025-06-25,N/A,external ssd,accessories,Jawa Barat,E-Commerce,Retail,cod,budi santoso,36,1053744,20,
ORD-01989,2024-10-14,PT Teknologi Nusantara,Wireless Mouse,accessories,Jawa Barat,Direct Sales,Corporate,COD,Budi Santoso,5,298683,7,
ORD-01990,2025-10-06,Ibu Sari Dewi,Webcam hd,PERIPHERALS,Sumatera Utara,direct sales,Government,Kartu Kredit,Riko Pratama,15,,13,N/A
ORD-01991,2023-07-15,Bapak Joko Widodo,Webcam HD,Electronics,JAWA TIMUR,E-Commerce,retail,qris,Nurul Hidayah,35,589344,12,5.0
ORD-01992,2024-11-05,PT Maju Bersama,External SSD 1TB,PERIPHERALS,Kalimantan Timur,Offline,Retail,kartu kredit,Ahmad fauzi,1,"867694,00",23,3.9
ORD-01993,09-10-2024,Koperasi Sejahtera,external ssd,PERIPHERALS,jawa barat,direct sales,Government,COD,budi santoso,31,956878,30,2.1
ORD-01994,02-14-2025,Ibu Sari Dewi,Desk Lamp LED,Accessories,Jawa Timur,e-commerce,SME,Transfer Bank,Nurul Hidayah,8,373678,13,2.1
ORD-01995,2024-01-21,UD Sentosa,wireless mouse,Electronics,Jawa Barat,Online,CORPORATE,kartu kredit,Nurul Hidayah,9,,18,4.7
ORD-01996,2025-07-07,PT Teknologi Nusantara,Desk Lamp LED,Accessories,jawa barat,e-commerce,government,Transfer Bank,Dewi Lestari,26,469457,10,4.0
ORD-01997,,Bapak Joko Widodo,External SSD 1TB,Accessories,jawa barat,Offline,CORPORATE,QRIS,Riko Pratama,-1,Rp 903137,21,1.2
ORD-01998,01/05/2023,UD Sentosa,Gaming chair,Electronics,Kalimantan Timur,e-commerce,sme,QRIS,budi santoso,25,2311302,30,3.0
ORD-01999,2025-09-10,CV Karya Indah,4K Monitor,furniture,JAWA TIMUR,Offline,retail,Transfer Bank,Dewi Lestari,7,3561453,12,4.7
ORD-01999,2023-03-15,Koperasi Sejahtera,USB C Hub,Accessories,Jawa Timur,online,government,COD,SITI RAHAYU,33,331839,N/A,2.4
ORD-02001,19/11/2023,PT Maju Bersama,Gaming chair,electronics,DKI JAKARTA,E-Commerce,government,Transfer Bank,Nurul Hidayah,40,Rp 3505240,2,
ORD-02002,2023-07-11,CV Karya Indah,Gaming Chair,Furniture,JAWA TIMUR,Offline,CORPORATE,transfer bank,Ahmad fauzi,17,2757971,9,3.6
ORD-02003,2025-08-18,Ibu Sari Dewi,4k monitor,electronics,jawa barat,E-Commerce,Corporate,Kartu Kredit,Dewi Lestari,39,4260000,6,1.8
ORD-02004,10/08/2025,Toko Elektronik Sukses,Laptop Pro X2,Furniture,Kalimantan Timur,online,sme,qris,Budi Santoso,8,,0,3.8
ORD-02005,N/A,UD Sentosa,USB-C Hub,PERIPHERALS,jawa barat,Direct Sales,SME,Kartu Kredit,Nurul Hidayah,0,253095,3,-1
ORD-02006,N/A,PT Maju Bersama,wireless mouse,electronics,DKI Jakarta,Direct Sales,Government,cod,budi santoso,33,438329,16,1.1
ORD-02007,N/A,PT Global Digital,Mechanical KEYBOARD,Accessories,Sumatera Utara,E-Commerce,Retail,QRIS,Fajar Kurniawan,47,672705,N/A,1.5
ORD-02008,21/08/2025,PT Teknologi Nusantara,USB C Hub,electronics,JAWA TIMUR,Direct Sales,Corporate,transfer bank,SITI RAHAYU,49,245147,8,4.1
ORD-02009,2023-07-21,Yayasan Pendidikan Maju,headset,Furniture,JAWA TIMUR,e-commerce,CORPORATE,Transfer Bank,budi santoso,29,1417954,2,6.5
ORD-02010,18/04/2023,Ibu Sari Dewi,headset,accessories,Bali,Online,government,COD,Riko Pratama,15,"1352511,00",N/A,1.4
ORD-02011,2023-02-28,Koperasi Sejahtera,Gaming Chair,Electronics,DKI Jakarta,OFFLINE,SME,QRIS,Nurul Hidayah,0,3272644,11,1.3
ORD-02012,2024-02-28,Bapak Joko Widodo,External SSD 1TB,accessories,Sulawesi Selatan,Offline,government,cod,Dewi Lestari,6,1068705,13,3.9
ORD-02013,2025-11-20,Koperasi Sejahtera,Wireless Mouse,Furniture,JAWA TIMUR,online,Government,transfer bank,Ahmad fauzi,22,Rp 376296,N/A,4.8
ORD-02014,2025-05-02,UD Sentosa,External SSD 1TB,PERIPHERALS,Jawa Barat,e-commerce,Government,Kartu Kredit,Budi Santoso,,Rp 943389,150,4.5
ORD-02015,2024-01-18,PT Teknologi Nusantara,Desk lamp,accessories,jawa barat,online,SME,qris,SITI RAHAYU,36,"409859,00",29,N/A
ORD-02016,07/01/2025,PT Maju Bersama,Webcam HD,Electronics,Sulawesi Selatan,direct sales,Corporate,transfer bank,Dewi Lestari,39,"429533,00",23,2.6
ORD-02017,12-18-2025,Yayasan Pendidikan Maju,Noise Cancelling Headset,electronics,DKI JAKARTA,E-Commerce,government,cod,Fajar Kurniawan,40,1060943,3,1.7
ORD-02018,2023-02-10,PT Teknologi Nusantara,Noise Cancelling Headset,Furniture,Bali,direct sales,Government,kartu kredit,Riko Pratama,44,,N/A,2.2
ORD-02019,11-27-2024,Bapak Joko Widodo,Mechanical KEYBOARD,electronics,jawa barat,E-Commerce,sme,Transfer Bank,Budi Santoso,48,764894,,-1
ORD-02020,28/01/2023,PT Maju Bersama,wireless mouse,Electronics,Kalimantan Timur,Direct Sales,retail,cod,budi santoso,30,387988,6,1.6
ORD-02021,02-26-2023,Toko Elektronik Sukses,External SSD 1TB,PERIPHERALS,Bali,Online,CORPORATE,COD,Dewi Lestari,44,839089,2,1.4
ORD-02022,2024-01-22,PT Maju Bersama,Webcam HD,PERIPHERALS,DKI Jakarta,Online,SME,QRIS,Ahmad Fauzi,5,449918,26,1.5
ORD-02023,2023-12-15,PT Maju Bersama,external ssd,Furniture,Sumatera Utara,Offline,Retail,Kartu Kredit,Ahmad fauzi,38,1134558,10,3.7
ORD-02024,06-06-2025,PT Maju Bersama,Mechanical Keyboard,Electronics,Jawa Barat,Direct Sales,SME,cod,Dewi Lestari,15,"548284,00",7,1.4
ORD-02025,2024-12-14,Ibu Sari Dewi,Noise Cancelling Headset,furniture,DKI JAKARTA,Offline,Retail,qris,SITI RAHAYU,19,,14,3.7
ORD-02026,10-20-2025,PT Global Digital,Mechanical Keyboard,accessories,jawa barat,OFFLINE,Government,QRIS,Ahmad fauzi,32,769741,3,4.8
ORD-02027,2024-02-03,Ibu Sari Dewi,Webcam hd,Peripherals,JAWA TIMUR,OFFLINE,Corporate,cod,Siti Rahayu,11,Rp 456876,9,N/A
ORD-02028,2025-01-22,PT Maju Bersama,Mechanical Keyboard,Accessories,DKI JAKARTA,Offline,sme,transfer bank,Siti Rahayu,39,Rp 826778,17,4.3
ORD-02029,07/02/2024,PT Global Digital,4K Monitor,Peripherals,DKI JAKARTA,e-commerce,Corporate,cod,Budi Santoso,3,3624017,7,4.8
ORD-02030,2024-06-27,Koperasi Sejahtera,USB C Hub,Furniture,Jawa Barat,OFFLINE,government,cod,Fajar Kurniawan,1,"232936,00",-5,
ORD-02031,2024-05-07,Yayasan Pendidikan Maju,Wireless Mouse,accessories,Sulawesi Selatan,online,CORPORATE,Kartu Kredit,Siti Rahayu,45,395638.67,2,4.5
ORD-02032,,,Mechanical KEYBOARD,furniture,DKI Jakarta,E-Commerce,Government,QRIS,Dewi Lestari,19,778893,16,-1
ORD-02033,2024-06-05,UD Sentosa,wireless mouse,Peripherals,jawa barat,online,retail,transfer bank,SITI RAHAYU,49,324996,29,
ORD-02034,2023-12-07,PT Global Digital,Laptop Pro X2,Electronics,JAWA TIMUR,Online,government,transfer bank,Siti Rahayu,7,9527908,N/A,2.0
ORD-02035,02-18-2023,Bapak Joko Widodo,headset,Electronics,DKI JAKARTA,e-commerce,government,cod,SITI RAHAYU,15,Rp 1124574,,2.1
ORD-02036,04-14-2024,Koperasi Sejahtera,headset,Accessories,Sumatera Utara,E-Commerce,retail,kartu kredit,Fajar Kurniawan,31,"1215943,00",26,4.3
ORD-02037,2023-02-24,Bapak Joko Widodo,headset,PERIPHERALS,Jawa Barat,E-Commerce,Retail,COD,Ahmad fauzi,21,1303379,-5,2.4
ORD-02038,2023-09-09,PT Maju Bersama,wireless mouse,Electronics,Bali,Direct Sales,sme,QRIS,Nurul Hidayah,10,288684.77,23,3.5
ORD-02039,2023-12-16,CV Karya Indah,4K Monitor,Peripherals,Bali,Direct Sales,CORPORATE,Transfer Bank,SITI RAHAYU,40,Rp 4478756,20,4.2
ORD-02040,2023-04-03,Yayasan Pendidikan Maju,4K Monitor,accessories,Bali,Direct Sales,Government,QRIS,Ahmad Fauzi,25,"4087054,00",22,
ORD-02041,2023-05-26,Koperasi Sejahtera,4K Monitor,furniture,DKI Jakarta,direct sales,Corporate,transfer bank,Siti Rahayu,42,3662345,15,4.5
ORD-02042,2025-04-16,-,Desk Lamp LED,Furniture,Jawa Barat,E-Commerce,Government,Transfer Bank,Ahmad fauzi,24,Rp 316446,9,4.9
ORD-02043,08-20-2024,PT Teknologi Nusantara,USB-C Hub,PERIPHERALS,Sumatera Utara,Online,government,kartu kredit,Nurul Hidayah,46,"265354,00",15,2.4
ORD-02044,04/02/2024,CV Karya Indah,4K Monitor,furniture,Jawa Timur,online,Government,Kartu Kredit,Dewi Lestari,41,3795702,15,4.8
ORD-02045,27/03/2023,Koperasi Sejahtera,Gaming Chair,furniture,Bali,E-Commerce,CORPORATE,Kartu Kredit,Ahmad Fauzi,0,3508888,25,2.3
ORD-02046,,Ibu Sari Dewi,Wireless Mouse,electronics,Sumatera Utara,Offline,retail,cod,Budi Santoso,34,309655,,4.0
ORD-02047,2023-10-08,PT Global Digital,Wireless Mouse,Electronics,Bali,OFFLINE,sme,Kartu Kredit,budi santoso,29,405015,,3.2
ORD-02048,2024-01-22,Bapak Joko Widodo,USB C Hub,Accessories,Sulawesi Selatan,Offline,Corporate,COD,Dewi Lestari,18,341924,,4.5
ORD-02049,2025-02-22,CV Karya Indah,External SSD 1TB,PERIPHERALS,jawa barat,online,retail,transfer bank,Nurul Hidayah,33,1085007,23,-1
ORD-02050,2024-12-12,Koperasi Sejahtera,external ssd,electronics,DKI JAKARTA,direct sales,Government,kartu kredit,Nurul Hidayah,5,852654,25,1.9
ORD-02051,2023-02-04,Toko Elektronik Sukses,Mechanical KEYBOARD,furniture,JAWA TIMUR,direct sales,Retail,qris,Dewi Lestari,5,550322,30,4.0
ORD-02052,20241003,Yayasan Pendidikan Maju,Webcam HD,Peripherals,Sumatera Utara,E-Commerce,Retail,COD,Ahmad fauzi,50,542268,6,4.2
ORD-02053,07-06-2023,Bapak Joko Widodo,Laptop Pro X1,electronics,jawa barat,online,Retail,cod,Ahmad Fauzi,29,8068855,29,6.5
ORD-02054,2024-10-21,UD Sentosa,4k monitor,PERIPHERALS,DKI Jakarta,Online,government,COD,SITI RAHAYU,29,Rp 5263703,1,3.2
ORD-02055,2025-05-09,-,External SSD 1TB,PERIPHERALS,jawa barat,Online,Corporate,qris,Nurul Hidayah,21,Rp 1168588,17,3.9
ORD-02056,2025-11-11,PT Global Digital,Wireless Mouse,PERIPHERALS,Kalimantan Timur,Online,government,Kartu Kredit,budi santoso,18,310501,12,2.3
ORD-02057,24/06/2023,PT Teknologi Nusantara,Wireless Mouse,Electronics,Jawa Timur,OFFLINE,CORPORATE,Kartu Kredit,Riko Pratama,4,283343,,4.8
ORD-02058,2024-12-14,Bapak Joko Widodo,Laptop Pro X1,Electronics,Jawa Barat,Online,CORPORATE,Transfer Bank,Budi Santoso,23,"8436437,00",23,4.2
ORD-02059,2023-06-15,Yayasan Pendidikan Maju,Laptop Pro X1,electronics,Sulawesi Selatan,online,CORPORATE,qris,SITI RAHAYU,6,9760892,23,3.0
ORD-02060,2025-06-20,Ibu Sari Dewi,Mechanical KEYBOARD,PERIPHERALS,DKI Jakarta,Direct Sales,Retail,Kartu Kredit,budi santoso,16,,29,3.0
ORD-02061,04-25-2025,Toko Elektronik Sukses,Gaming Chair,accessories,DKI JAKARTA,e-commerce,retail,Kartu Kredit,Budi Santoso,45,2881993,5,2.5
ORD-02062,09/03/2025,Ibu Sari Dewi,Desk Lamp LED,electronics,JAWA TIMUR,e-commerce,CORPORATE,kartu kredit,Nurul Hidayah,6,,2,4.2
ORD-02063,,Koperasi Sejahtera,USB-C Hub,electronics,Kalimantan Timur,direct sales,Government,cod,budi santoso,,304536,28,2.2
ORD-02064,2025-09-16,PT Teknologi Nusantara,external ssd,electronics,JAWA TIMUR,OFFLINE,Government,transfer bank,Nurul Hidayah,42,Rp 935288,21,
ORD-02065,2023-06-04,PT Global Digital,Webcam HD,accessories,Sulawesi Selatan,Online,government,COD,Riko Pratama,35,448967,14,4.2
ORD-02066,2023-07-27,PT Teknologi Nusantara,Mechanical KEYBOARD,Electronics,Bali,Offline,Corporate,COD,budi santoso,22,718645,13,-1
ORD-02067,07-24-2025,N/A,wireless mouse,furniture,DKI JAKARTA,Direct Sales,Corporate,Transfer Bank,budi santoso,47,424242,1,2.1
ORD-02068,2023-06-24,PT Teknologi Nusantara,4K Monitor,electronics,Jawa Barat,Direct Sales,sme,cod,Budi Santoso,6,3952408,,3.5
ORD-02069,2024-05-24,Toko Elektronik Sukses,USB C Hub,PERIPHERALS,DKI Jakarta,Direct Sales,SME,COD,Ahmad fauzi,23,Rp 323333,,4.0
ORD-02070,2024-04-25,Bapak Joko Widodo,Laptop Pro X2,electronics,DKI Jakarta,Online,government,Transfer Bank,Fajar Kurniawan,29,9918355,20,1.6
ORD-02071,N/A,Yayasan Pendidikan Maju,Webcam hd,accessories,Jawa Barat,E-Commerce,Government,qris,SITI RAHAYU,40,"581418,00",N/A,2.1
ORD-02072,2025-07-26,Bapak Joko Widodo,Desk lamp,electronics,Sumatera Utara,Direct Sales,Retail,Transfer Bank,Ahmad fauzi,23,469427,16,3.0
ORD-02073,2025-08-26,PT Teknologi Nusantara,Mechanical Keyboard,Peripherals,JAWA TIMUR,OFFLINE,SME,kartu kredit,Budi Santoso,39,552210,11,3.1
ORD-02074,12-10-2023,CV Karya Indah,Webcam HD,Electronics,DKI JAKARTA,Online,Retail,Kartu Kredit,Dewi Lestari,38,662205,,
ORD-02075,20/06/2025,CV Karya Indah,Gaming Chair,electronics,Jawa Timur,Online,Corporate,qris,Fajar Kurniawan,8,3041308,28,1.3
ORD-02076,2023-11-05,PT Global Digital,USB C Hub,Peripherals,Kalimantan Timur,e-commerce,government,kartu kredit,Siti Rahayu,13,350830.36,19,4.9
ORD-02077,,Bapak Joko Widodo,Gaming Chair,Furniture,Sumatera Utara,E-Commerce,retail,COD,Ahmad fauzi,19,2659873,23,3.5
ORD-02078,10-07-2024,Yayasan Pendidikan Maju,External SSD 1TB,Electronics,DKI Jakarta,direct sales,sme,QRIS,Siti Rahayu,26,1146955,6,3.5
ORD-02079,2025-04-24,PT Teknologi Nusantara,Desk Lamp LED,Accessories,DKI JAKARTA,online,SME,cod,Ahmad fauzi,43,354996,,4.9
ORD-02080,13/08/2023,PT Teknologi Nusantara,headset,electronics,DKI JAKARTA,e-commerce,Corporate,Transfer Bank,Riko Pratama,11,"1332257,00",,2.1
ORD-02081,2023-12-01,CV Karya Indah,Mechanical Keyboard,Electronics,DKI Jakarta,Online,CORPORATE,Transfer Bank,Riko Pratama,7,"713421,00",7,N/A
ORD-02082,2024-06-01,Ibu Sari Dewi,wireless mouse,accessories,Sulawesi Selatan,Offline,CORPORATE,qris,Dewi Lestari,14,291043,150,3.0
ORD-02083,2025-12-15,CV Karya Indah,External SSD 1TB,Peripherals,Sumatera Utara,direct sales,Retail,Transfer Bank,Siti Rahayu,,922955,0,1.9
ORD-02084,04/01/2023,PT Global Digital,USB C Hub,Accessories,DKI JAKARTA,OFFLINE,retail,cod,Budi Santoso,19,"245908,00",,4.7
ORD-02085,06-09-2024,PT Teknologi Nusantara,Gaming Chair,Electronics,Jawa Barat,e-commerce,Corporate,COD,Nurul Hidayah,,-9999,10,4.8
ORD-02086,2024-06-02,Koperasi Sejahtera,Wireless Mouse,electronics,DKI JAKARTA,Offline,Corporate,Transfer Bank,Budi Santoso,21,292259,30,N/A
ORD-02087,2024-08-20,CV Karya Indah,4k monitor,Electronics,DKI Jakarta,direct sales,SME,COD,Riko Pratama,4,,12,-1
ORD-02088,25/02/2024,UD Sentosa,Desk Lamp LED,furniture,Kalimantan Timur,Online,SME,transfer bank,Nurul Hidayah,0,Rp 471164,,1.4
ORD-02089,,Toko Elektronik Sukses,4K Monitor,furniture,Jawa Barat,Direct Sales,Retail,Kartu Kredit,Fajar Kurniawan,23,3717848,,2.3
ORD-02090,07-16-2025,PT Global Digital,Desk Lamp LED,Peripherals,Kalimantan Timur,E-Commerce,Government,transfer bank,Ahmad Fauzi,2,"436996,00",,1.9
ORD-02091,2023-05-03,Ibu Sari Dewi,Noise Cancelling Headset,furniture,Sulawesi Selatan,E-Commerce,sme,Transfer Bank,Riko Pratama,37,,29,2.5
ORD-02092,2024-10-16,PT Teknologi Nusantara,Laptop Pro X1,Electronics,JAWA TIMUR,Offline,CORPORATE,COD,SITI RAHAYU,15,10143944,23,2.3
ORD-02093,,CV Karya Indah,Mechanical Keyboard,PERIPHERALS,Jawa Barat,Online,sme,qris,Budi Santoso,49,750867,N/A,4.7
ORD-02094,2025-07-16,Bapak Joko Widodo,Desk Lamp LED,PERIPHERALS,jawa barat,direct sales,SME,Kartu Kredit,Nurul Hidayah,3,328933,,6.5
ORD-02095,06/08/2023,PT Teknologi Nusantara,4K Monitor,electronics,Sumatera Utara,Online,Government,Kartu Kredit,budi santoso,40,3772185.95,29,4.1
ORD-02096,,Ibu Sari Dewi,Gaming chair,Peripherals,DKI Jakarta,Online,government,transfer bank,Riko Pratama,26,,0,4.1
ORD-02097,2025-09-02,Toko Elektronik Sukses,USB-C Hub,Electronics,Sulawesi Selatan,OFFLINE,SME,Kartu Kredit,Budi Santoso,32,233781,150,3.9
ORD-02098,,,Wireless Mouse,Accessories,jawa barat,Direct Sales,government,Kartu Kredit,budi santoso,49,352336.28,,
ORD-02099,N/A,UD Sentosa,Webcam HD,furniture,Jawa Barat,online,government,COD,SITI RAHAYU,4,500819,1,4.8
ORD-02100,,N/A,Laptop Pro X1,accessories,Sulawesi Selatan,direct sales,retail,cod,Siti Rahayu,8,7016298,12,N/A
ORD-02101,2023-12-26,UD Sentosa,External SSD 1TB,Accessories,Jawa Barat,Online,CORPORATE,qris,Budi Santoso,42,1039014,27,4.6
ORD-02102,01-21-2025,Yayasan Pendidikan Maju,External SSD 1TB,accessories,jawa barat,Online,CORPORATE,transfer bank,Ahmad fauzi,21,829161,0,3.1
ORD-02103,2024-11-26,PT Maju Bersama,4k monitor,electronics,jawa barat,Offline,retail,Transfer Bank,Budi Santoso,8,-9999,10,4.6
ORD-02104,2025-03-17,Yayasan Pendidikan Maju,Desk Lamp LED,Furniture,DKI JAKARTA,E-Commerce,Retail,qris,Ahmad Fauzi,1,363799,11,3.1
ORD-02105,2023-02-26,PT Global Digital,Wireless Mouse,Peripherals,Sumatera Utara,Direct Sales,Government,transfer bank,Ahmad fauzi,33,451552,23,4.9
ORD-02106,20230301,Yayasan Pendidikan Maju,Webcam hd,electronics,Jawa Timur,Online,government,Kartu Kredit,Riko Pratama,1,656507.10,23,2.7
ORD-02107,2025-10-09,Ibu Sari Dewi,Webcam HD,Furniture,DKI JAKARTA,e-commerce,Government,qris,Nurul Hidayah,0,468797,4,4.4
ORD-02108,03-10-2023,UD Sentosa,Wireless Mouse,PERIPHERALS,JAWA TIMUR,OFFLINE,SME,Transfer Bank,Ahmad fauzi,8,386705,2,-1
ORD-02109,12/07/2023,UD Sentosa,4k monitor,furniture,Bali,E-Commerce,retail,qris,Riko Pratama,13,5252367.83,19,N/A
ORD-02110,26/04/2025,CV Karya Indah,4K Monitor,PERIPHERALS,Jawa Barat,Direct Sales,Corporate,transfer bank,SITI RAHAYU,7,4516242,13,6.5
ORD-02111,2025-11-25,PT Maju Bersama,Laptop Pro X1,electronics,DKI Jakarta,OFFLINE,retail,COD,Nurul Hidayah,43,10066194,150,1.6
ORD-02112,08-02-2024,Ibu Sari Dewi,Desk Lamp LED,Accessories,Sulawesi Selatan,e-commerce,SME,qris,Nurul Hidayah,42,444262,15,2.7
ORD-02113,2025-03-07,PT Global Digital,Laptop Pro X1,PERIPHERALS,Sumatera Utara,direct sales,retail,Transfer Bank,Nurul Hidayah,3,"7196812,00",18,2.9
ORD-02114,22/09/2025,PT Teknologi Nusantara,wireless mouse,Peripherals,Sulawesi Selatan,e-commerce,Government,Kartu Kredit,Budi Santoso,0,350659,21,
ORD-02115,,,Gaming chair,furniture,Jawa Barat,Online,SME,qris,Nurul Hidayah,11,,11,2.1
ORD-02116,10-20-2025,,4k monitor,Peripherals,DKI JAKARTA,online,Government,transfer bank,Siti Rahayu,39,3618954,16,3.9
ORD-02117,2023-04-09,PT Global Digital,wireless mouse,electronics,Kalimantan Timur,direct sales,Retail,transfer bank,Nurul Hidayah,21,-9999,20,1.7
ORD-02118,,PT Teknologi Nusantara,Webcam hd,Electronics,JAWA TIMUR,e-commerce,SME,transfer bank,Budi Santoso,31,473868,15,4.4
ORD-02119,2025-08-01,PT Maju Bersama,Laptop Pro X2,Accessories,DKI JAKARTA,Offline,Government,qris,Nurul Hidayah,6,8160141,20,3.9
ORD-02120,2024-10-20,PT Global Digital,Noise Cancelling Headset,Peripherals,DKI JAKARTA,Direct Sales,SME,QRIS,Riko Pratama,47,1461040,17,3.9
ORD-02121,2024-01-15,UD Sentosa,Desk lamp,accessories,JAWA TIMUR,e-commerce,Government,Transfer Bank,Nurul Hidayah,46,306575,14,4.9
ORD-02122,2025-05-05,Ibu Sari Dewi,headset,PERIPHERALS,JAWA TIMUR,Direct Sales,Government,kartu kredit,budi santoso,36,1064714,1,N/A
ORD-02123,2024-02-08,Toko Elektronik Sukses,Desk lamp,electronics,Jawa Barat,e-commerce,Retail,Kartu Kredit,budi santoso,,348343,17,1.9
ORD-02124,2025-09-24,UD Sentosa,external ssd,furniture,DKI Jakarta,online,government,transfer bank,SITI RAHAYU,,1162330,11,2.1
ORD-02125,08/08/2023,Yayasan Pendidikan Maju,Desk Lamp LED,Accessories,DKI JAKARTA,Offline,CORPORATE,QRIS,SITI RAHAYU,1,313935,26,2.1
ORD-02126,2023-10-04,Yayasan Pendidikan Maju,Gaming chair,furniture,Jawa Timur,E-Commerce,Retail,Kartu Kredit,Budi Santoso,23,2692305,150,1.2
ORD-02127,06-06-2025,Koperasi Sejahtera,Gaming Chair,furniture,DKI Jakarta,direct sales,CORPORATE,QRIS,Budi Santoso,9,3009892,28,4.3
ORD-02128,02/02/2025,,Webcam HD,Furniture,Jawa Timur,e-commerce,SME,kartu kredit,SITI RAHAYU,4,"589637,00",2,3.0
ORD-02129,20230315,,Laptop Pro X1,Furniture,jawa barat,Online,Retail,qris,Riko Pratama,17,9245061,21,4.7
ORD-02130,2023-02-14,Bapak Joko Widodo,Wireless Mouse,PERIPHERALS,Sumatera Utara,E-Commerce,sme,cod,Riko Pratama,33,433513,28,3.1
ORD-02131,2025-06-11,Koperasi Sejahtera,external ssd,accessories,jawa barat,online,Retail,transfer bank,Siti Rahayu,34,"1132612,00",N/A,
